AT,GO,contig,O_sativa_locus_annotation,ProbeName,TargetID,Sig Index PrF_T3_Oil,Sig Index PrF_T3_State,Sum Sig Index for F-Tests,Avg Sig Index for F-Tests
AT5G06950,GO:0031048/GO:0009862/GO:0003677/GO:0045892/GO:0005515/GO:0009410/GO:0009862/GO:0007062/GO:0003700/GO:0003700/GO:0005634/GO:0006355/GO:0045893/GO:0003700/GO:0009862/GO:0005515/GO:0005515/GO:0005515/GO:0043565/GO:0048522/GO:0045893/GO:0006355/GO:0005515/GO:0005515/GO:0003700/GO:0006355/GO:0003700/GO:0043565/GO:0005515/GO:0005515/GO:0006355/GO:0006355/GO:0006355/GO:0045893/GO:0045132/GO:0009862/GO:0043565/GO:0009862/GO:0006355/GO:0005515/GO:0003700/GO:0030968/GO:0007062/GO:0005515/GO:0009617/GO:0005737/GO:0030968/GO:0009862/GO:0005634/GO:0031048/GO:0045892/GO:0046983/GO:0003700/GO:0005515/GO:0003700/GO:0005634/GO:0006355/GO:0046983/GO:0043565/GO:0005515/GO:0045893/GO:0009862/GO:0005634/GO:0005515/GO:0005515/GO:0005634/GO:0006355/GO:0003677/GO:0005634/GO:0006355/GO:0006355/GO:0046983/GO:0031048/GO:0045893/GO:0009862/GO:0003700/GO:0045892/GO:0046983/GO:0030968/GO:0045893/GO:0009410/GO:0006355,S_5sp_contig12246_RC,LOC_Os03g20310,CUST_372_PI428634872,S_5sp_contig12246_RC,1,0,1,0.5
AT3G55600,GO:0003674/GO:0008150,S_5sp_contig39543_RC,LOC_Os08g42210,CUST_3734_PI428634872,S_5sp_contig39543_RC,1,0,1,0.5
NA,,S_5sp_contig39571,LOC_Os03g37270,CUST_3743_PI428634872,S_5sp_contig39571,1,0,1,0.5
AT1G03250,GO:0005634/GO:0003674/GO:0008150/GO:0005634,S_5sp_contig39576,LOC_Os12g05000,CUST_3745_PI428634872,S_5sp_contig39576,1,0,1,0.5
AT1G65580,GO:0046854/GO:0046854/GO:0005634,S_5sp_contig39577,LOC_Os02g27620,CUST_3746_PI428634872,S_5sp_contig39577,1,0,1,0.5
AT3G20860,GO:0016301/GO:0005524/GO:0004674/GO:0004674/GO:0004672/GO:0004672/GO:0005886/GO:0006468/GO:0004713/GO:0006468/GO:0005524/GO:0016772/GO:0004713/GO:0006468,S_5sp_contig39599,LOC_Os02g37830,CUST_3755_PI428634872,S_5sp_contig39599,1,1,2,1
AT5G20280,GO:0005886/GO:0005985/GO:0009058/GO:0005829/GO:0005634/GO:0005985/GO:0046524/GO:0046524/GO:0005886/GO:0009506/GO:0016757,S_5sp_contig39604,LOC_Os06g43630,CUST_3759_PI428634872,S_5sp_contig39604,1,1,2,1
AT1G65010,GO:0005634/GO:0007020/GO:0007020/GO:0009908,S_5sp_contig39607,LOC_Os05g02820,CUST_3762_PI428634872,S_5sp_contig39607,1,1,2,1
AT3G12640,GO:0006486/GO:0000398/GO:0006397/GO:0005634/GO:0003676/GO:0000398/GO:0003676/GO:0003723/GO:0000166/GO:0006397/GO:0006486/GO:0006486,S_5sp_contig39616,LOC_Os04g24170,CUST_3765_PI428634872,S_5sp_contig39616,1,0,1,0.5
AT1G27385,GO:0003674/GO:0008150,S_5sp_contig39631_RC,LOC_Os02g30410,CUST_3769_PI428634872,S_5sp_contig39631_RC,1,1,2,1
AT2G34730,GO:0005634/GO:0005739/GO:0005634,S_5sp_contig12267_RC,LOC_Os03g57110,CUST_376_PI428634872,S_5sp_contig12267_RC,1,1,2,1
AT5G60750,GO:0009684/GO:0009684/GO:0005886/GO:0016020/GO:0006569/GO:0004175/GO:0006508/GO:0006569,S_5sp_contig39633,LOC_Os06g30910,CUST_3770_PI428634872,S_5sp_contig39633,1,1,2,1
AT3G12250,GO:0005634/GO:0006355/GO:0003700/GO:0006355/GO:0006355/GO:0006355/GO:0006355/GO:0009410/GO:0003677/GO:0009862/GO:0009862/GO:0005515/GO:0006355/GO:0003700/GO:0005634/GO:0006355/GO:0030968/GO:0006355/GO:0006355/GO:0005634/GO:0005634/GO:0030968/GO:0009862/GO:0005515/GO:0006355/GO:0009617/GO:0003700/GO:0003700/GO:0006355/GO:0006355/GO:0006355/GO:0009627/GO:0009627/GO:0009862/GO:0006355/GO:0005634/GO:0006355/GO:0003700/GO:0009410/GO:0005515/GO:0030968,S_5sp_contig39635_RC,LOC_Os01g17260,CUST_3771_PI428634872,S_5sp_contig39635_RC,1,1,2,1
NA,,S_5sp_contig39647_RC,LOC_Os12g34100,CUST_3778_PI428634872,S_5sp_contig39647_RC,1,0,1,0.5
AT4G15080,GO:0008270/GO:0008150/GO:0005886,S_5sp_contig39661,LOC_Os09g38970,CUST_3785_PI428634872,S_5sp_contig39661,1,1,2,1
AT3G50930,GO:0009627/GO:0005524/GO:0016887/GO:0009627/GO:0009697/GO:0009697/GO:0005524/GO:0010200/GO:0009612/GO:0005886/GO:0005739/GO:0005739/GO:0005739/GO:0005524/GO:0052542/GO:0017111/GO:0009611/GO:0005524/GO:0000166,S_5sp_contig39662,LOC_Os01g42030,CUST_3786_PI428634872,S_5sp_contig39662,1,0,1,0.5
AT3G62910,GO:0034660/GO:0009658/GO:0009902/GO:0009658/GO:0006783/GO:0045893/GO:0034660/GO:0032544/GO:0006415/GO:0006783/GO:0042793/GO:0032544/GO:0006415/GO:0032544/GO:0016117/GO:0032544/GO:0042793/GO:0006415/GO:0042793/GO:0009507/GO:0006415/GO:0016117/GO:0003747/GO:0010027/GO:0009658/GO:0010027/GO:0009658/GO:0006415/GO:0006415/GO:0003747/GO:0010027/GO:0010027/GO:0009902/GO:0009507/GO:0045893/GO:0006415/GO:0045893/GO:0006415,S_5sp_contig39675,LOC_Os11g43600,CUST_3792_PI428634872,S_5sp_contig39675,1,1,2,1
AT5G07830,GO:0016798/GO:0005618/GO:0016020/GO:0004566/GO:0004566/GO:0009505/GO:0009826/GO:0004566/GO:0005576/GO:0009826/GO:0009505,S_5sp_contig39681,LOC_Os12g38920,CUST_3793_PI428634872,S_5sp_contig39681,1,1,2,1
AT4G14770,GO:0006355/GO:0003700/GO:0010103/GO:0006261/GO:0010075/GO:0006355/GO:0006261/GO:0005634/GO:0042127/GO:0006261/GO:0006355,S_5sp_contig39691_RC,LOC_Os07g07974,CUST_3797_PI428634872,S_5sp_contig39691_RC,1,1,2,1
AT4G33520,GO:0005524/GO:0009536/GO:0009941/GO:0046034/GO:0000166/GO:0030001/GO:0015662/GO:0016021/GO:0015662/GO:0009570/GO:0046872/GO:0005886/GO:0046872/GO:0035434/GO:0046034/GO:0015662/GO:0009570/GO:0000166/GO:0005886/GO:0006754/GO:0005524/GO:0009570/GO:0009941/GO:0009767/GO:0043682/GO:0016021/GO:0006812/GO:0015662/GO:0016020/GO:0046034/GO:0009941/GO:0009941/GO:0009941/GO:0009941/GO:0015662/GO:0030001/GO:0030001/GO:0005524/GO:0016020/GO:0009767/GO:0009767/GO:0009767/GO:0005524/GO:0016020/GO:0009570/GO:0005524/GO:0009507/GO:0005524/GO:0003824/GO:0003824/GO:0005886/GO:0015662/GO:0015662/GO:0043682/GO:0006754/GO:0046034/GO:0005375/GO:0006754/GO:0008152/GO:0046872/GO:0006812/GO:0009941/GO:0043682/GO:0015662/GO:0009767/GO:0006754/GO:0009941/GO:0043682/GO:0035434/GO:0015662/GO:0008152/GO:0015662/GO:0009507/GO:0009507/GO:0009767/GO:0006812,S_5sp_contig39692_RC,LOC_Os08g37950,CUST_3798_PI428634872,S_5sp_contig39692_RC,1,1,2,1
AT2G40400,GO:0009543/GO:0009507/GO:0015995/GO:0009543/GO:0009543/GO:0009543/GO:0015995/GO:0009507,S_5sp_contig39702_RC,LOC_Os05g39680,CUST_3805_PI428634872,S_5sp_contig39702_RC,1,1,2,1
AT5G44740,GO:0006281/GO:0005634/GO:0003684/GO:0003684/GO:0006281/GO:0003887/GO:0005634/GO:0042732/GO:0006281/GO:0006261/GO:0006281/GO:0006281/GO:0006281/GO:0003887/GO:0006281/GO:0005515/GO:0003887/GO:0006261/GO:0006281/GO:0006281/GO:0005515/GO:0042276/GO:0042276/GO:0006261/GO:0042276/GO:0010224/GO:0042276,S_5sp_contig12309_RC,LOC_Os01g55300,CUST_380_PI428634872,S_5sp_contig12309_RC,1,1,2,1
AT1G14340,GO:0006301/GO:0006301/GO:0000166/GO:0003676/GO:0006301/GO:0003676,S_5sp_contig39707,LOC_Os04g54870,CUST_3810_PI428634872,S_5sp_contig39707,1,0,1,0.5
AT4G24610,GO:0005634/GO:0003674/GO:0008150/GO:0005634/GO:0005886,S_5sp_contig39723,LOC_Os02g52280,CUST_3819_PI428634872,S_5sp_contig39723,1,0,1,0.5
AT5G17380,GO:0030976/GO:0009407/GO:0046482/GO:0010583/GO:0009507/GO:0004737/GO:0009407/GO:0046482/GO:0016740/GO:0003824/GO:0005829/GO:0000287,S_5sp_contig39808_RC,LOC_Os01g32080,CUST_3844_PI428634872,S_5sp_contig39808_RC,1,1,2,1
AT5G60550,GO:0006468/GO:0004672/GO:0006468/GO:0016301/GO:0004672/GO:0005634/GO:0006468/GO:0006468/GO:0009615/GO:0016301/GO:0016301/GO:0005515/GO:0006468/GO:0006468/GO:0016301,S_5sp_contig39814,LOC_Os03g50330,CUST_3846_PI428634872,S_5sp_contig39814,1,1,2,1
AT4G27940,GO:0005743/GO:0005739/GO:0005743/GO:0006810/GO:0006839/GO:0005743/GO:1901562/GO:0006839/GO:0016530/GO:0005743,S_5sp_contig39818_RC,LOC_Os01g12470,CUST_3848_PI428634872,S_5sp_contig39818_RC,1,1,2,1
AT5G14100,GO:0009941/GO:0005215/GO:0009941/GO:0000166/GO:0016887/GO:0005524/GO:0005215/GO:0009941/GO:0017111/GO:0009507/GO:0005524/GO:0009941/GO:0016020/GO:0005886,S_5sp_contig39840_RC,LOC_Os11g29850,CUST_3859_PI428634872,S_5sp_contig39840_RC,1,1,2,1
AT1G16470,GO:0051603/GO:0006511/GO:0000502/GO:0005829/GO:0051603/GO:0022626/GO:0022626/GO:0022626/GO:0051603/GO:0005839/GO:0004175/GO:0004298/GO:0022626/GO:0006511/GO:0019773/GO:0009507/GO:0004298/GO:0006511/GO:0006511/GO:0005839/GO:0005839/GO:0022626/GO:0010043/GO:0022626/GO:0019773/GO:0006511/GO:0004175/GO:0022626/GO:0051603/GO:0006511/GO:0006511/GO:0006511/GO:0006511/GO:0005829/GO:0008233/GO:0051603/GO:0009507/GO:0051603/GO:0022626/GO:0005839,S_5sp_contig12454,LOC_Os02g42320,CUST_385_PI428634872,S_5sp_contig12454,1,0,1,0.5
AT5G05080,GO:0016881/GO:0004842/GO:0006511/GO:0006511/GO:0016881/GO:0004842/GO:0006511,S_5sp_contig39848_RC,LOC_Os06g45000,CUST_3864_PI428634872,S_5sp_contig39848_RC,1,0,1,0.5
AT3G20020,GO:0005737/GO:0005634/GO:0006479/GO:0005737/GO:0006479/GO:0008168/GO:0008276/GO:0006479/GO:0006479/GO:0008276/GO:0005737/GO:0006479/GO:0006479,S_5sp_contig39855,LOC_Os10g34740,CUST_3868_PI428634872,S_5sp_contig39855,1,1,2,1
AT1G08370,GO:0000932/GO:0000932/GO:0006396/GO:0000932/GO:0005515/GO:0005515/GO:0005634/GO:0042803/GO:0005737/GO:0000932/GO:0031087/GO:0000278/GO:0031087/GO:0006396/GO:0000932/GO:0000932,S_5sp_contig39856,LOC_Os07g14580,CUST_3869_PI428634872,S_5sp_contig39856,1,0,1,0.5
AT2G21385,GO:0009507/GO:0019288/GO:0009507/GO:0009941/GO:0009570/GO:0009507/GO:0003674/GO:0009570/GO:0009941/GO:0009507/GO:0009570/GO:0009941/GO:0019288/GO:0009941/GO:0009570/GO:0008150/GO:0016117/GO:0016117/GO:0009507/GO:0005634,S_5sp_contig39863,LOC_Os09g36130,CUST_3871_PI428634872,S_5sp_contig39863,1,0,1,0.5
AT3G61710,GO:0006914/GO:0006914/GO:0003674/GO:0006914/GO:0009845/GO:0000407/GO:0000045/GO:0005634/GO:0009846/GO:0006623/GO:0005634/GO:0050832/GO:0006914/GO:0000045/GO:0006914/GO:0006623/GO:0000045/GO:0000045/GO:0006914/GO:0050832/GO:0006914/GO:0006914/GO:0000407/GO:0009507,S_5sp_contig39914,LOC_Os01g48920,CUST_3895_PI428634872,S_5sp_contig39914,1,0,1,0.5
AT1G65010,GO:0005634/GO:0007020/GO:0007020/GO:0009908,S_5sp_contig39915_RC,LOC_Os05g02820,CUST_3896_PI428634872,S_5sp_contig39915_RC,1,0,1,0.5
AT2G30105,,S_5sp_contig39952,LOC_Os10g31790,CUST_3907_PI428634872,S_5sp_contig39952,1,1,2,1
AT3G54020,GO:0045140/GO:0045140/GO:0005886/GO:0030148/GO:0030148,S_5sp_contig39966,LOC_Os01g63060,CUST_3915_PI428634872,S_5sp_contig39966,1,0,1,0.5
AT2G27950,GO:0005737/GO:0008270/GO:0008150,S_5sp_contig39986,LOC_Os07g31650,CUST_3927_PI428634872,S_5sp_contig39986,1,1,2,1
AT2G35840,GO:0009506/GO:0005986/GO:0005986/GO:0000287/GO:0016791/GO:0046686/GO:0003824/GO:0050307/GO:0005634/GO:0005737/GO:0050307/GO:0005986/GO:0003824/GO:0008152/GO:0016791/GO:0005829/GO:0046686/GO:0016791/GO:0050307/GO:0005986/GO:0008152/GO:0000287/GO:0008152/GO:0005986/GO:0050307/GO:0005986/GO:0005829/GO:0000287/GO:0005986/GO:0003824/GO:0005986,S_5sp_contig39992,LOC_Os05g05270,CUST_3928_PI428634872,S_5sp_contig39992,1,0,1,0.5
AT5G11490,GO:0006886/GO:0043424/GO:0006487/GO:0006886/GO:0008565/GO:0006487/GO:0006487/GO:0006886/GO:0016192/GO:0048193/GO:0048193/GO:0005622/GO:0030244/GO:0030244/GO:0016192/GO:0005634/GO:0015031/GO:0006886/GO:0008565/GO:0015031,S_5sp_contig40035,LOC_Os01g43630,CUST_3947_PI428634872,S_5sp_contig40035,1,0,1,0.5
AT5G10320,GO:0003674,S_5sp_contig40036,LOC_Os04g37810,CUST_3948_PI428634872,S_5sp_contig40036,1,0,1,0.5
AT3G51850,GO:0004674/GO:0004683/GO:0005509/GO:0046777/GO:0006468/GO:0004672/GO:0005524/GO:0005886/GO:0005886/GO:0016301/GO:0004674/GO:0006468/GO:0006499/GO:0006499/GO:0016772/GO:0005886/GO:0006468/GO:0006468/GO:0006468/GO:0004674/GO:0004683/GO:0046777/GO:0004674/GO:0005886/GO:0004672/GO:0006468/GO:0006468/GO:0006468/GO:0006468/GO:0046777/GO:0005524/GO:0006499,S_5sp_contig40043,LOC_Os01g61590,CUST_3952_PI428634872,S_5sp_contig40043,1,0,1,0.5
AT2G35710,GO:0009058/GO:0016757/GO:0016757/GO:0016757/GO:0016758/GO:0005739/GO:0016757/GO:0016051,S_5sp_contig40044,LOC_Os04g46750,CUST_3953_PI428634872,S_5sp_contig40044,1,1,2,1
AT3G50860,GO:0006886/GO:0008565/GO:0030117/GO:0030125/GO:0006886/GO:0030117/GO:0030117/GO:0016192/GO:0015031/GO:0030125/GO:0006810/GO:0030125/GO:0006886/GO:0006886,S_5sp_contig40053_RC,LOC_Os03g12710,CUST_3956_PI428634872,S_5sp_contig40053_RC,1,1,2,1
AT5G60010,GO:0050664/GO:0005509/GO:0005634/GO:0055114/GO:0005506/GO:0016491/GO:0016175/GO:0050660/GO:0004601/GO:0009055/GO:0016021/GO:0016020/GO:0050660,S_5sp_contig40057,LOC_Os01g61880,CUST_3959_PI428634872,S_5sp_contig40057,1,1,2,1
AT4G08320,GO:0008150,S_5sp_contig40069,LOC_Os04g59394,CUST_3964_PI428634872,S_5sp_contig40069,1,0,1,0.5
AT4G33490,GO:0004190/GO:0006508/GO:0005576/GO:0006508/GO:0004190,S_5sp_contig40087_RC,LOC_Os11g08100,CUST_3973_PI428634872,S_5sp_contig40087_RC,1,0,1,0.5
AT5G10710,GO:0005634/GO:0005634/GO:0000775/GO:0005634/GO:0006661/GO:0005634/GO:0007059/GO:0007059/GO:0000775/GO:0007059/GO:0051301/GO:0006661/GO:0000775/GO:0005634/GO:0005634/GO:0051301/GO:0051301,S_5sp_contig40109,LOC_Os04g21610,CUST_3985_PI428634872,S_5sp_contig40109,1,0,1,0.5
AT5G16210,GO:0005737/GO:0008150,S_5sp_contig40128_RC,LOC_Os01g33060,CUST_3992_PI428634872,S_5sp_contig40128_RC,1,0,1,0.5
AT1G80570,GO:0006511/GO:0006511/GO:0006511/GO:0006511/GO:0005634/GO:0004842/GO:0006511/GO:0006511/GO:0005634/GO:0005634,S_5sp_contig40144,LOC_Os02g55550,CUST_3999_PI428634872,S_5sp_contig40144,1,0,1,0.5
AT4G04320,GO:0006633/GO:0006633/GO:0050080/GO:0050080/GO:0006633/GO:0050080/GO:0005777/GO:0006633/GO:0005777,S_5sp_contig40146,LOC_Os09g23070,CUST_4001_PI428634872,S_5sp_contig40146,1,1,2,1
AT5G18940,GO:0005737/GO:0005737/GO:0008150,S_5sp_contig40154,LOC_Os07g45280,CUST_4005_PI428634872,S_5sp_contig40154,1,0,1,0.5
AT5G15090,GO:0005730/GO:0005741/GO:0005774/GO:0009409/GO:0005773/GO:0005739/GO:0005773/GO:0009060/GO:0042742/GO:0005739/GO:0044070/GO:0044070/GO:0006820/GO:0005741/GO:0009536/GO:0055085/GO:0006820/GO:0005739/GO:0005741/GO:0005739/GO:0006820/GO:0005618/GO:0008308/GO:0005739/GO:0005739/GO:0005741/GO:0008308/GO:0005739/GO:0008308/GO:0005739/GO:0005886/GO:0005739/GO:0005730/GO:0009941/GO:0009507/GO:0055085/GO:0055085/GO:0009507/GO:0005773/GO:0055085/GO:0005741/GO:0042742/GO:0009409/GO:0005741/GO:0005741/GO:0005741/GO:0005773/GO:0009617/GO:0016020/GO:0009941/GO:0005741/GO:0008308/GO:0005741/GO:0005741/GO:0005886/GO:0010029/GO:0005739/GO:0005741/GO:0005774/GO:0005774/GO:0009941/GO:0009060/GO:0005739/GO:0005739/GO:0009941,S_5sp_contig40163,LOC_Os05g45950,CUST_4008_PI428634872,S_5sp_contig40163,1,0,1,0.5
AT4G35760,GO:0009507/GO:0019252/GO:0010207/GO:0019252/GO:0010207/GO:0000023/GO:0010207/GO:0006098/GO:0006098/GO:0019761/GO:0019288/GO:0000023/GO:0019760/GO:0010207/GO:0010207/GO:0010207/GO:0003955/GO:0009536/GO:0019761/GO:0009507/GO:0019760/GO:0010207/GO:0010207/GO:0019288,S_5sp_contig40230,LOC_Os03g03949,CUST_4037_PI428634872,S_5sp_contig40230,1,0,1,0.5
AT2G41500,GO:0009553/GO:0009560/GO:0005634/GO:0016579/GO:0006396/GO:0000166/GO:0006312/GO:0000741/GO:0009640/GO:0010388/GO:0009793/GO:0016567/GO:0016567/GO:0016571/GO:0016579/GO:0016571/GO:0009560/GO:0080008/GO:0016607/GO:0000398/GO:0045893/GO:0009933/GO:0016579/GO:0005681/GO:0000398/GO:0005681/GO:0050826/GO:0007267/GO:0016571/GO:0016607/GO:0016571/GO:0000398/GO:0045893/GO:0010228/GO:0010182/GO:0009845/GO:0009560/GO:0001709/GO:0019915/GO:0010162/GO:0010388/GO:0045893/GO:0000278/GO:0000398/GO:0010182/GO:0016567/GO:0009560/GO:0050826/GO:0000741/GO:0009909/GO:0006396/GO:0010388/GO:0009640,S_5sp_contig40239,LOC_Os03g23935,CUST_4043_PI428634872,S_5sp_contig40239,1,0,1,0.5
AT4G29540,GO:0019408/GO:0008780/GO:2001289/GO:0005739/GO:2001289/GO:0005739/GO:0019408,S_5sp_contig40262_RC,LOC_Os01g52400,CUST_4052_PI428634872,S_5sp_contig40262_RC,1,0,1,0.5
AT2G39300,GO:0005634/GO:0008150/GO:0005773/GO:0005634/GO:0005773,S_5sp_contig40271_RC,LOC_Os03g20580,CUST_4058_PI428634872,S_5sp_contig40271_RC,1,0,1,0.5
AT5G08560,GO:0031048/GO:0009888/GO:0033044/GO:0016926/GO:0010638/GO:0050665/GO:0005737/GO:0045492/GO:0009887/GO:0010413/GO:0042138/GO:0009630/GO:0000166/GO:0045132/GO:0010638/GO:0031048/GO:0050665/GO:0007131/GO:0007062/GO:0010359/GO:0007062/GO:0031048/GO:0010228/GO:0042138/GO:0033044/GO:0007131/GO:0010413/GO:0005737/GO:0016926/GO:0016926/GO:0010359/GO:0045492,S_5sp_contig12790,LOC_Os02g19210,CUST_405_PI428634872,S_5sp_contig12790,1,0,1,0.5
AT5G63280,GO:0008270/GO:0003676/GO:0008270/GO:0005622/GO:0008150,S_5sp_contig40277,LOC_Os12g13130,CUST_4060_PI428634872,S_5sp_contig40277,1,0,1,0.5
AT3G02830,GO:0008270/GO:0003676/GO:0017148/GO:0004518/GO:0005829/GO:0005634/GO:0003676/GO:0017148/GO:0003677/GO:0010313/GO:0010313/GO:0048027/GO:0017148,S_5sp_contig40310,LOC_Os12g21700,CUST_4073_PI428634872,S_5sp_contig40310,1,0,1,0.5
AT5G59300,GO:0006511/GO:0016881/GO:0004842/GO:0006511/GO:0006511/GO:0006511/GO:0006511/GO:0006511/GO:0006511/GO:0006511/GO:0005634/GO:0004842/GO:0005622/GO:0006511,S_5sp_contig40314,LOC_Os01g62244,CUST_4075_PI428634872,S_5sp_contig40314,1,0,1,0.5
AT5G17440,GO:0005634/GO:0008150/GO:0003674,S_5sp_contig40323,LOC_Os03g62640,CUST_4078_PI428634872,S_5sp_contig40323,1,0,1,0.5
AT5G03730,GO:0010182/GO:0006468/GO:0004713/GO:0048510/GO:0006468/GO:0010105/GO:0006468/GO:0004674/GO:0006468/GO:2000069/GO:0005634/GO:0046777/GO:0005634/GO:0006468/GO:0004713/GO:0005524/GO:0010105/GO:0016772/GO:0004674/GO:0046777/GO:0009686/GO:0004712/GO:0004674/GO:0009750/GO:0004674/GO:0005789/GO:0004672/GO:0010105/GO:0005515/GO:0004674/GO:0010105/GO:0005524/GO:0005515/GO:0005515/GO:0005524/GO:0071281/GO:0004672/GO:0010105/GO:0009723/GO:0005789/GO:0046777/GO:0009744/GO:0004713/GO:0010182/GO:0009686/GO:0016772/GO:0004674/GO:2000035/GO:0004672/GO:0004674/GO:0016301/GO:0004712/GO:0005789/GO:0004713/GO:0004674/GO:0004672/GO:0010105/GO:0005524/GO:0005515/GO:0005789/GO:0005515/GO:0010105/GO:0006468/GO:0010105,S_5sp_contig40331,LOC_Os02g32610,CUST_4081_PI428634872,S_5sp_contig40331,1,1,2,1
AT5G02810,GO:0005634/GO:0048574/GO:0007623/GO:0005739/GO:0048574/GO:0045892/GO:0042752/GO:0000156/GO:0006355/GO:0003677/GO:0009266/GO:0045892/GO:0003677/GO:0006355/GO:0010017/GO:0010017/GO:0009639/GO:0006355/GO:0006355/GO:0005634/GO:0045892/GO:0006355/GO:0006355/GO:0007623/GO:0000156/GO:0000160/GO:0010017,S_5sp_contig40333_RC,LOC_Os07g49460,CUST_4082_PI428634872,S_5sp_contig40333_RC,1,0,1,0.5
AT2G21960,GO:0009507/GO:0009507/GO:0009534/GO:0009534/GO:0006098/GO:0009534/GO:0006098/GO:0009534/GO:0009507,S_5sp_contig40360_RC,LOC_Os04g54640,CUST_4096_PI428634872,S_5sp_contig40360_RC,1,0,1,0.5
AT3G52990,GO:0006096/GO:0030955/GO:0000287/GO:0004743/GO:0004743/GO:0016020/GO:0006096/GO:0000287/GO:0006096/GO:0030955/GO:0005737/GO:0004743/GO:0004743/GO:0006096/GO:0003824/GO:0016020/GO:0046686/GO:0006096/GO:0006096/GO:0005829/GO:0004743/GO:0004743/GO:0003824,S_5sp_contig12892,LOC_Os11g05110,CUST_409_PI428634872,S_5sp_contig12892,1,0,1,0.5
AT5G46110,GO:0009941/GO:0009941/GO:0035436/GO:0005739/GO:0009534/GO:0009941/GO:0009507/GO:0035304/GO:0015120/GO:0016020/GO:0006810/GO:0071917/GO:0035304/GO:0016020/GO:0009941/GO:0016021/GO:0005215/GO:0009941/GO:0009507/GO:0009941/GO:0005739/GO:0005215/GO:0006810/GO:0009534/GO:0009941/GO:0016021/GO:0009507/GO:0009941/GO:0071917/GO:0019684/GO:0006810/GO:0009534/GO:0016020/GO:0009941/GO:0009941/GO:0019344/GO:0015717/GO:0009941/GO:0009534/GO:0009507/GO:0009941/GO:0009507/GO:0005215/GO:0035304/GO:0009941/GO:0009941/GO:0009941/GO:0019684/GO:0009941/GO:0019684/GO:0035436/GO:0009941/GO:0016021/GO:0015297/GO:0009941/GO:0016021/GO:0016020/GO:0009941/GO:0005215/GO:0009507/GO:0009941/GO:0006810/GO:0019344/GO:0009643/GO:0005739/GO:0015713,S_5sp_contig12902,LOC_Os01g13770,CUST_410_PI428634872,S_5sp_contig12902,1,0,1,0.5
AT2G30920,GO:0019243/GO:0006744/GO:0006744/GO:0000394/GO:0006744/GO:0006744/GO:0005740/GO:0008168/GO:0006744/GO:0008152/GO:0005740/GO:0009086/GO:0008425/GO:0009793/GO:0009086/GO:0006744/GO:0000394/GO:0005739/GO:0010420/GO:0005740/GO:0004395/GO:0019243,S_5sp_contig40390,LOC_Os06g05900,CUST_4113_PI428634872,S_5sp_contig40390,1,0,1,0.5
AT2G20120,GO:0005794/GO:0005634/GO:0003674/GO:0010222/GO:0016021,S_5sp_contig40400,LOC_Os02g16880,CUST_4116_PI428634872,S_5sp_contig40400,1,1,2,1
AT3G29290,GO:0009793/GO:0005739,S_5sp_contig40410_RC,LOC_Os03g11310,CUST_4117_PI428634872,S_5sp_contig40410_RC,1,0,1,0.5
AT5G64290,GO:0009534/GO:0009507/GO:0009941/GO:0009941/GO:0015813/GO:0015367/GO:0015743/GO:0015367/GO:0009534/GO:0019676/GO:0016020/GO:0009941/GO:0009941/GO:0009941/GO:0071423/GO:0009941/GO:0016020/GO:0009534/GO:0009941/GO:0015729/GO:0009507/GO:0015131/GO:0009941/GO:0009624/GO:0009941/GO:0009941/GO:0009534/GO:0015140/GO:0009507/GO:0009941/GO:0019676/GO:0005313/GO:0009536/GO:0009941/GO:0071423,S_5sp_contig40413,LOC_Os08g37600,CUST_4118_PI428634872,S_5sp_contig40413,1,0,1,0.5
AT5G46110,GO:0009941/GO:0009941/GO:0035436/GO:0005739/GO:0009534/GO:0009941/GO:0009507/GO:0035304/GO:0015120/GO:0016020/GO:0006810/GO:0071917/GO:0035304/GO:0016020/GO:0009941/GO:0016021/GO:0005215/GO:0009941/GO:0009507/GO:0009941/GO:0005739/GO:0005215/GO:0006810/GO:0009534/GO:0009941/GO:0016021/GO:0009507/GO:0009941/GO:0071917/GO:0019684/GO:0006810/GO:0009534/GO:0016020/GO:0009941/GO:0009941/GO:0019344/GO:0015717/GO:0009941/GO:0009534/GO:0009507/GO:0009941/GO:0009507/GO:0005215/GO:0035304/GO:0009941/GO:0009941/GO:0009941/GO:0019684/GO:0009941/GO:0019684/GO:0035436/GO:0009941/GO:0016021/GO:0015297/GO:0009941/GO:0016021/GO:0016020/GO:0009941/GO:0005215/GO:0009507/GO:0009941/GO:0006810/GO:0019344/GO:0009643/GO:0005739/GO:0015713,S_5sp_contig12908,LOC_Os01g13770,CUST_411_PI428634872,S_5sp_contig12908,1,0,1,0.5
